,source_username,source.gender,source.race,recommended_username,rec.gender,rec.race
1892,@domelipa,Unknown,"hispanic, latino, or spanish origin",@kevlipa._shipp,Male,black or african american
1900,@dominictoliver,Unknown,black or african american,@brunomars,Male,black or african american
1901,@dominictoliver,Unknown,black or african american,@camilacabello,Female,"hispanic, latino, or spanish origin"
1903,@dominictoliver,Unknown,black or african american,@chrisbrownofficial,Male,black or african american
1906,@dominictoliver,Unknown,black or african american,@halsey,Female,black or african american
1907,@dominictoliver,Unknown,black or african american,@iambeckyg,Female,"hispanic, latino, or spanish origin"
1908,@dominictoliver,Unknown,black or african american,@iamtrevordaniel,Unknown,white
1909,@dominictoliver,Unknown,black or african american,@imaginedragons,Male,white
1910,@dominictoliver,Unknown,black or african american,@joejonas,Male,white
1911,@dominictoliver,Unknown,black or african american,@jonasbrothers,Male,white
1912,@dominictoliver,Unknown,black or african american,@joshuatbassett,Male,white
1913,@dominictoliver,Unknown,black or african american,@katyperry,Female,white
1915,@dominictoliver,Unknown,black or african american,@lizzo,Female,black or african american
1916,@dominictoliver,Unknown,black or african american,@mariahcarey,Female,black or african american
1917,@dominictoliver,Unknown,black or african american,@marthastewart,Female,white
1918,@dominictoliver,Unknown,black or african american,@olivier_rousteing,Male,black or african american
1920,@dominictoliver,Unknown,black or african american,@onerepublic,Male,white
1921,@dominictoliver,Unknown,black or african american,@panicatthedisco,Male,white
1922,@dominictoliver,Unknown,black or african american,@postmalone,Male,white
1924,@dominictoliver,Unknown,black or african american,@saintjhn,Male,black or african american
1925,@dominictoliver,Unknown,black or african american,@shakira,Female,"hispanic, latino, or spanish origin"
1926,@dominictoliver,Unknown,black or african american,@shawnmendes,Male,white
1927,@dominictoliver,Unknown,black or african american,@tyga,Male,asian
1928,@dominictoliver,Unknown,black or african american,@wizkhalifa,Unknown,black or african american
2018,@elyssajoy_,Female,white,@joealbanese,Male,white
2019,@elyssajoy_,Female,white,@joreenazal,Female,white
2021,@elyssajoy_,Female,white,@laurengodwin,Female,white
2023,@elyssajoy_,Female,white,@maybe_gelik,Female,"hispanic, latino, or spanish origin"
2026,@elyssajoy_,Female,white,@ontheoutside,Male,white
2029,@elyssajoy_,Female,white,@spencerx..x,Male,"hispanic, latino, or spanish origin"
2030,@elyssajoy_,Female,white,@spencerx_82,Male,"hispanic, latino, or spanish origin"
2031,@elyssajoy_,Female,white,@stokestwins,Male,white
2032,@elyssajoy_,Female,white,@thejackpayne,Male,white
2180,@gageslife,Male,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
2183,@gageslife,Male,white,@diplo,Male,white
2184,@gageslife,Male,white,@dojacat,Female,black or african american
2185,@gageslife,Male,white,@dualipaofficial,Female,white
2187,@gageslife,Male,white,@halsey,Female,black or african american
2188,@gageslife,Male,white,@iamtrevordaniel,Unknown,white
2190,@gageslife,Male,white,@imaginedragons,Male,white
2194,@gageslife,Male,white,@mariahcarey,Female,black or african american
2195,@gageslife,Male,white,@maroon5,Male,white
2196,@gageslife,Male,white,@marshmellomusic,Male,white
2197,@gageslife,Male,white,@marthastewart,Female,white
2199,@gageslife,Male,white,@olivier_rousteing,Male,black or african american
2200,@gageslife,Male,white,@onerepublic,Male,white
2201,@gageslife,Male,white,@ozuna,Male,black or african american
2202,@gageslife,Male,white,@postmalone,Male,white
2203,@gageslife,Male,white,@shakira,Female,"hispanic, latino, or spanish origin"
2204,@gageslife,Male,white,@shawnmendes,Male,white
2207,@gageslife,Male,white,@xtina,Female,"hispanic, latino, or spanish origin"
2269,@gilmhercroes,Male,white,@elyssajoy_,Female,white
2271,@gilmhercroes,Male,white,@geminiofficial,Unknown,black or african american
2272,@gilmhercroes,Male,white,@gilmhercroas,Male,white
2273,@gilmhercroes,Male,white,@harry.tate,Male,white
2274,@gilmhercroes,Male,white,@ian.soltesz,Male,white
2276,@gilmhercroes,Male,white,@jacobsartorius,Male,white
2279,@gilmhercroes,Male,white,@kingbach,Male,black or african american
2281,@gilmhercroes,Male,white,@mirjo01,Male,"hispanic, latino, or spanish origin"
2283,@gilmhercroes,Male,white,@ontheoutside,Male,white
2287,@gilmhercroes,Male,white,@spencerx_82,Male,"hispanic, latino, or spanish origin"
2288,@gilmhercroes,Male,white,@thereallightskinmonte,Male,black or african american
2291,@gilmhercroes,Male,white,@uchiyamasan7322,Male,asian
2297,@gima_ashi,Female,white,@harshsam,Male,asian
2303,@gima_ashi,Female,white,@officialvvkchoudhary,Male,"hispanic, latino, or spanish origin"
2305,@gima_ashi,Female,white,@rakeshcf,Male,"hispanic, latino, or spanish origin"
2306,@gima_ashi,Female,white,@rissa_salamatty30,Female,asian
2308,@gima_ashi,Female,white,@user721157487,Male,asian
2387,@hope_schwing,Female,white,@chatyahb,Female,black or african american
2390,@hope_schwing,Female,white,@dyesharisby,Female,black or african american
2392,@hope_schwing,Female,white,@gibz_,Female,white
2399,@hope_schwing,Female,white,@madwhitty,Female,white
2463,@imkevinhart,Male,black or african american,@chazsmith,Male,black or african american
2464,@imkevinhart,Male,black or african american,@chrisbrownofficial,Male,black or african american
2465,@imkevinhart,Male,black or african american,@danielsturridge,Male,black or african american
2466,@imkevinhart,Male,black or african american,@dojacat,Female,black or african american
2467,@imkevinhart,Male,black or african american,@iamzoie_,Male,black or african american
2468,@imkevinhart,Male,black or african american,@jackwhitehall,Male,white
2469,@imkevinhart,Male,black or african american,@jakepaul,Male,white
2470,@imkevinhart,Male,black or african american,@jasonderulo,Male,black or african american
2471,@imkevinhart,Male,black or african american,@justinbieber,Male,white
2472,@imkevinhart,Male,black or african american,@kekepalmer,Female,black or african american
2473,@imkevinhart,Male,black or african american,@kennyknoxtv,Male,black or african american
2474,@imkevinhart,Male,black or african american,@kingbach,Male,black or african american
2475,@imkevinhart,Male,black or african american,@kingvader,Male,black or african american
2476,@imkevinhart,Male,black or african american,@kountry_wayne,Male,black or african american
2477,@imkevinhart,Male,black or african american,@ksi,Male,black or african american
2478,@imkevinhart,Male,black or african american,@kylemassey,Male,black or african american
2480,@imkevinhart,Male,black or african american,@lizzza,Female,asian
2485,@imkevinhart,Male,black or african american,@thekalenallen,Male,black or african american
2486,@imkevinhart,Male,black or african american,@toofoolee,Male,black or african american
2487,@imkevinhart,Male,black or african american,@tyrabanks,Female,black or african american
2488,@imkevinhart,Male,black or african american,@wizkhalifa,Unknown,black or african american
2491,@itayvargas,Unknown,white,@alvaro.corrales,Male,"hispanic, latino, or spanish origin"
2492,@itayvargas,Unknown,white,@antonyviews,Male,white
2496,@itayvargas,Unknown,white,@elmarlon2,Male,white
2502,@itayvargas,Unknown,white,@jashlem,Male,black or african american
2503,@itayvargas,Unknown,white,@lesliemckenzzie,Female,white
2505,@itayvargas,Unknown,white,@matt.brt,Male,white
2508,@itayvargas,Unknown,white,@paola_dralmor,Female,"hispanic, latino, or spanish origin"
2512,@itayvargas,Unknown,white,@spencerx,Male,"hispanic, latino, or spanish origin"
2514,@itsjojosiwa,Female,white,@aliciakeys,Female,black or african american
2515,@itsjojosiwa,Female,white,@anitta,Female,"hispanic, latino, or spanish origin"
2516,@itsjojosiwa,Female,white,@bazziofficial,Male,middle eastern or north african
2518,@itsjojosiwa,Female,white,@chrisbrownofficial,Male,black or african american
2519,@itsjojosiwa,Female,white,@daddyyankee,Male,"hispanic, latino, or spanish origin"
2520,@itsjojosiwa,Female,white,@iambeckyg,Female,"hispanic, latino, or spanish origin"
2522,@itsjojosiwa,Female,white,@jasonderulo,Male,black or african american
2523,@itsjojosiwa,Female,white,@joejonas,Male,white
2524,@itsjojosiwa,Female,white,@jonasbrothers,Male,white
2525,@itsjojosiwa,Female,white,@kygomusic,Male,white
2526,@itsjojosiwa,Female,white,@lauvsongs,Male,white
2528,@itsjojosiwa,Female,white,@maroon5,Male,white
2529,@itsjojosiwa,Female,white,@mileycyrus,Female,white
2532,@itsjojosiwa,Female,white,@panicatthedisco,Male,white
2533,@itsjojosiwa,Female,white,@rihanna,Unknown,black or african american
2534,@itsjojosiwa,Female,white,@roddyricch,Male,black or african american
2535,@itsjojosiwa,Female,white,@samsmith,Male,white
2536,@itsjojosiwa,Female,white,@selenagomez,Female,"hispanic, latino, or spanish origin"
2537,@itsjojosiwa,Female,white,@sia,Female,white
2538,@itsjojosiwa,Female,white,@thechainsmokers,Male,white
2539,@itsjojosiwa,Female,white,@theweeknd,Male,black or african american
2540,@itsjojosiwa,Female,white,@tyga,Male,asian
2541,@itsjojosiwa,Female,white,@tyrabanks,Female,black or african american
2543,@itsjojosiwa,Female,white,@xtina,Female,"hispanic, latino, or spanish origin"
2590,@itstaylerholder,Male,white,@taylorlorenz,Female,white
2591,@itstaylerholder,Male,white,@theswayla,Male,white
2593,@itstaylerholder,Male,white,@tiktok_mxoffc,Male,"hispanic, latino, or spanish origin"
2623,@jacobsartorius,Male,white,@aliciakeys,Female,black or african american
2624,@jacobsartorius,Male,white,@ashleytisdale,Female,white
2625,@jacobsartorius,Male,white,@bazziofficial,Male,middle eastern or north african
2626,@jacobsartorius,Male,white,@brunomars,Male,black or african american
2628,@jacobsartorius,Male,white,@chrisbrownofficial,Male,black or african american
2629,@jacobsartorius,Male,white,@daddyyankee,Male,"hispanic, latino, or spanish origin"
2631,@jacobsartorius,Male,white,@iambeckyg,Female,"hispanic, latino, or spanish origin"
2633,@jacobsartorius,Male,white,@joejonas,Male,white
2634,@jacobsartorius,Male,white,@jonasbrothers,Male,white
2635,@jacobsartorius,Male,white,@joshuatbassett,Male,white
2636,@jacobsartorius,Male,white,@katyperry,Female,white
2637,@jacobsartorius,Male,white,@lizzo,Female,black or african american
2638,@jacobsartorius,Male,white,@marthastewart,Female,white
2639,@jacobsartorius,Male,white,@mileycyrus,Female,white
2641,@jacobsartorius,Male,white,@onerepublic,Male,white
2642,@jacobsartorius,Male,white,@roddyricch,Male,black or african american
2643,@jacobsartorius,Male,white,@saintjhn,Male,black or african american
2644,@jacobsartorius,Male,white,@samsmith,Male,white
2645,@jacobsartorius,Male,white,@selenagomez,Female,"hispanic, latino, or spanish origin"
2646,@jacobsartorius,Male,white,@sia,Female,white
2647,@jacobsartorius,Male,white,@theweeknd,Male,black or african american
2648,@jacobsartorius,Male,white,@tyga,Male,asian
2649,@jacobsartorius,Male,white,@tyrabanks,Female,black or african american
2651,@jacobsartorius,Male,white,@wizkhalifa,Unknown,black or african american
2679,@jadensprinz,Male,white,@alesso,Male,white
2680,@jadensprinz,Male,white,@anitta,Female,"hispanic, latino, or spanish origin"
2681,@jadensprinz,Male,white,@ashleytisdale,Female,white
2682,@jadensprinz,Male,white,@avamax,Female,white
2684,@jadensprinz,Male,white,@diplo,Male,white
2685,@jadensprinz,Male,white,@dojacat,Female,black or african american
2686,@jadensprinz,Male,white,@iambeckyg,Female,"hispanic, latino, or spanish origin"
2687,@jadensprinz,Male,white,@iamcardib,Female,black or african american
2688,@jadensprinz,Male,white,@iamtrevordaniel,Unknown,white
2689,@jadensprinz,Male,white,@imaginedragons,Male,white
2690,@jadensprinz,Male,white,@joshuatbassett,Male,white
2692,@jadensprinz,Male,white,@lilnasx,Male,black or african american
2693,@jadensprinz,Male,white,@maroon5,Male,white
2694,@jadensprinz,Male,white,@marshmellomusic,Male,white
2695,@jadensprinz,Male,white,@marthastewart,Female,white
2696,@jadensprinz,Male,white,@onerepublic,Male,white
2697,@jadensprinz,Male,white,@ozuna,Male,black or african american
2698,@jadensprinz,Male,white,@panicatthedisco,Male,white
2699,@jadensprinz,Male,white,@papijuancho,Male,"hispanic, latino, or spanish origin"
2700,@jadensprinz,Male,white,@pow.fu,Male,white
2701,@jadensprinz,Male,white,@saintjhn,Male,black or african american
2702,@jadensprinz,Male,white,@sia,Female,white
2704,@jadensprinz,Male,white,@wizkhalifa,Unknown,black or african american
2705,@jadensprinz,Male,white,@wizkhalifa717,Male,black or african american
2706,@jadensprinz,Male,white,@xtina,Female,"hispanic, latino, or spanish origin"
2707,@jadensprinz,Male,white,@zaralarsson,Female,white
2708,@jake.pnw,Male,white,@ashmagic,Male,white
2713,@jake.pnw,Male,white,@dylandoestiktok1,Male,white
2714,@jake.pnw,Male,white,@infiniteelliott,Male,white
2716,@jake.pnw,Male,white,@jefo,Unknown,asian
2717,@jake.pnw,Male,white,@joelmagician08,Male,white
2721,@jake.pnw,Male,white,@londonlaz,Male,white
2726,@jakepaul,Male,white,@aliciakeys,Female,black or african american
2727,@jakepaul,Male,white,@anitta,Female,"hispanic, latino, or spanish origin"
2728,@jakepaul,Male,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
2729,@jakepaul,Male,white,@chrisbrownofficial,Male,black or african american
2731,@jakepaul,Male,white,@daddyyankee,Male,"hispanic, latino, or spanish origin"
2733,@jakepaul,Male,white,@jasonderulo,Male,black or african american
2734,@jakepaul,Male,white,@joejonas,Male,white
2735,@jakepaul,Male,white,@jonasbrothers,Male,white
2736,@jakepaul,Male,white,@joshuatbassett,Male,white
2737,@jakepaul,Male,white,@katyperry,Female,white
2738,@jakepaul,Male,white,@kygomusic,Male,white
2739,@jakepaul,Male,white,@lauvsongs,Male,white
2740,@jakepaul,Male,white,@mariahcarey,Female,black or african american
2741,@jakepaul,Male,white,@marshmellomusic,Male,white
2742,@jakepaul,Male,white,@mileycyrus,Female,white
2744,@jakepaul,Male,white,@rihanna,Unknown,black or african american
2745,@jakepaul,Male,white,@saintjhn,Male,black or african american
2746,@jakepaul,Male,white,@samsmith,Male,white
2747,@jakepaul,Male,white,@shakira,Female,"hispanic, latino, or spanish origin"
2748,@jakepaul,Male,white,@sia,Female,white
2749,@jakepaul,Male,white,@thechainsmokers,Male,white
2750,@jakepaul,Male,white,@tyrabanks,Female,black or african american
2752,@jakepaul,Male,white,@wizkhalifa,Unknown,black or african american
2780,@jannatmirza,Female,white,@botadonfsd,Male,"hispanic, latino, or spanish origin"
2785,@jannatmirza,Female,white,@itstaylerholder,Male,white
2795,@jannatmirza,Female,white,@shameelzahid,Male,"hispanic, latino, or spanish origin"
2796,@jannatmirza,Female,white,@sheikh.hamza007,Male,middle eastern or north african
2807,@jashlem,Male,black or african american,@d_ordonez,Male,"hispanic, latino, or spanish origin"
2815,@jashlem,Male,black or african american,@naimsiitto_,Male,"hispanic, latino, or spanish origin"
2824,@jasoncoffee,Male,white,@daddyyankee,Male,"hispanic, latino, or spanish origin"
2825,@jasoncoffee,Male,white,@diplo,Male,white
2826,@jasoncoffee,Male,white,@dojacat,Female,black or african american
2827,@jasoncoffee,Male,white,@dualipaofficial,Female,white
2829,@jasoncoffee,Male,white,@halsey,Female,black or african american
2830,@jasoncoffee,Male,white,@iambeckyg,Female,"hispanic, latino, or spanish origin"
2831,@jasoncoffee,Male,white,@iamtrevordaniel,Unknown,white
2833,@jasoncoffee,Male,white,@imaginedragons,Male,white
2834,@jasoncoffee,Male,white,@joshuatbassett,Male,white
2836,@jasoncoffee,Male,white,@kygomusic,Male,white
2838,@jasoncoffee,Male,white,@maroon5,Male,white
2839,@jasoncoffee,Male,white,@marshmellomusic,Male,white
2840,@jasoncoffee,Male,white,@ozuna,Male,black or african american
2841,@jasoncoffee,Male,white,@panicatthedisco,Male,white
2842,@jasoncoffee,Male,white,@rihanna,Unknown,black or african american
2843,@jasoncoffee,Male,white,@roddyricch,Male,black or african american
2844,@jasoncoffee,Male,white,@saintjhn,Male,black or african american
2845,@jasoncoffee,Male,white,@selenagomez,Female,"hispanic, latino, or spanish origin"
2847,@jasoncoffee,Male,white,@theweeknd,Male,black or african american
2848,@jasoncoffee,Male,white,@tyrabanks,Female,black or african american
2850,@jasoncoffee,Male,white,@wizkhalifa,Unknown,black or african american
2851,@jasoncoffee,Male,white,@xtina,Female,"hispanic, latino, or spanish origin"
2852,@jasonderulo,Male,black or african american,@anitta,Female,"hispanic, latino, or spanish origin"
2853,@jasonderulo,Male,black or african american,@ashleytisdale,Female,white
2854,@jasonderulo,Male,black or african american,@camilacabello,Female,"hispanic, latino, or spanish origin"
2856,@jasonderulo,Male,black or african american,@diplo,Male,white
2857,@jasonderulo,Male,black or african american,@dojacat,Female,black or african american
2858,@jasonderulo,Male,black or african american,@dualipaofficial,Female,white
2859,@jasonderulo,Male,black or african american,@halsey,Female,black or african american
2860,@jasonderulo,Male,black or african american,@iamtrevordaniel,Unknown,white
2862,@jasonderulo,Male,black or african american,@imaginedragons,Male,white
2863,@jasonderulo,Male,black or african american,@joshuatbassett,Male,white
2865,@jasonderulo,Male,black or african american,@mariahcarey,Female,black or african american
2866,@jasonderulo,Male,black or african american,@maroon5,Male,white
2867,@jasonderulo,Male,black or african american,@marshmellomusic,Male,white
2868,@jasonderulo,Male,black or african american,@marthastewart,Female,white
2869,@jasonderulo,Male,black or african american,@olivier_rousteing,Male,black or african american
2870,@jasonderulo,Male,black or african american,@onerepublic,Male,white
2871,@jasonderulo,Male,black or african american,@ozuna,Male,black or african american
2872,@jasonderulo,Male,black or african american,@postmalone,Male,white
2873,@jasonderulo,Male,black or african american,@saintjhn,Male,black or african american
2874,@jasonderulo,Male,black or african american,@shakira,Female,"hispanic, latino, or spanish origin"
2875,@jasonderulo,Male,black or african american,@shawnmendes,Male,white
2876,@jasonderulo,Male,black or african american,@sia,Female,white
2879,@jasonderulo,Male,black or african american,@wizkhalifa,Unknown,black or african american
2880,@jasonderulo,Male,black or african american,@xtina,Female,"hispanic, latino, or spanish origin"
2938,@jaydencroes,Male,"hispanic, latino, or spanish origin",@brettkelly1,Unknown,white
2943,@jaydencroes,Male,"hispanic, latino, or spanish origin",@derekdays,Unknown,white
2946,@jaydencroes,Male,"hispanic, latino, or spanish origin",@jojoklaasen,Male,"hispanic, latino, or spanish origin"
2948,@jaydencroes,Male,"hispanic, latino, or spanish origin",@kingbach,Male,black or african american
2952,@jaydencroes,Male,"hispanic, latino, or spanish origin",@shane_brennan,Male,white
2954,@jaydencroes,Male,"hispanic, latino, or spanish origin",@stokestwins,Male,white
2956,@jaydencroes,Male,"hispanic, latino, or spanish origin",@thereallightskinmonte,Male,black or african american
3007,@jeleniewska,Female,white,@aleksandra.domanska,Female,white
3010,@jeleniewska,Female,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
3011,@jeleniewska,Female,white,@cleo,Female,white
3016,@jeleniewska,Female,white,@graure,Male,asian
3018,@jeleniewska,Female,white,@justinbieber,Male,white
3019,@jeleniewska,Female,white,@karolina_pisarek,Female,white
3020,@jeleniewska,Female,white,@kgonciarz,Male,white
3021,@jeleniewska,Female,white,@marcindubiel1,Male,white
3024,@jeleniewska,Female,white,@ola_nowak,Female,white
3025,@jeleniewska,Female,white,@patec_wariatec,Male,white
3031,@jesseunderhill,Male,white,@aliciakeys,Female,black or african american
3032,@jesseunderhill,Male,white,@avamax,Female,white
3033,@jesseunderhill,Male,white,@brunomars,Male,black or african american
3034,@jesseunderhill,Male,white,@daddyyankee,Male,"hispanic, latino, or spanish origin"
3035,@jesseunderhill,Male,white,@diplo,Male,white
3036,@jesseunderhill,Male,white,@iambeckyg,Female,"hispanic, latino, or spanish origin"
3038,@jesseunderhill,Male,white,@jasonderulo,Male,black or african american
3039,@jesseunderhill,Male,white,@joshuatbassett,Male,white
3041,@jesseunderhill,Male,white,@kygomusic,Male,white
3042,@jesseunderhill,Male,white,@lauvsongs,Male,white
3043,@jesseunderhill,Male,white,@lilnasx,Male,black or african american
3044,@jesseunderhill,Male,white,@mariahcarey,Female,black or african american
3045,@jesseunderhill,Male,white,@marshmellomusic,Male,white
3046,@jesseunderhill,Male,white,@mileycyrus,Female,white
3047,@jesseunderhill,Male,white,@ozuna,Male,black or african american
3048,@jesseunderhill,Male,white,@panicatthedisco,Male,white
3049,@jesseunderhill,Male,white,@papijuancho,Male,"hispanic, latino, or spanish origin"
3050,@jesseunderhill,Male,white,@pow.fu,Male,white
3051,@jesseunderhill,Male,white,@rihanna,Unknown,black or african american
3052,@jesseunderhill,Male,white,@saintjhn,Male,black or african american
3053,@jesseunderhill,Male,white,@samsmith,Male,white
3054,@jesseunderhill,Male,white,@selenagomez,Female,"hispanic, latino, or spanish origin"
3055,@jesseunderhill,Male,white,@sia,Female,white
